基金類型,基金名稱,基金統編,手續費,保管費,經理人姓名,性別,學歷,經理人,期間(月),操作績效(%),台股績效(%),begin_date,end_date
跨國投資股票型區域型,凱基新興市場中小基金(美元),26323981B,3.0,0.27,黃廷偉,男,美國喬治華盛頓大學會計學研究所,黃廷偉,17,0.92,12.41,2018-07-11,2019-12-29
跨國投資股票型區域型,凱基新興市場中小基金(美元),26323981B,3.0,0.27,陳沅易,男,政治大學國際貿易研究所,陳沅易,6,-8.09,0.43,2018-01-02,2018-07-10
跨國投資股票型區域型,柏瑞亞洲亮點股票基金(台幣),38547873A,3.0,0.3,馬治雲,男,美國韋恩州立大學MBA,馬治雲,85,73.0,83.35,2014-07-29,
跨國投資股票型區域型,元大印度基金,25622390,2.0,0.28,張哲銘,男,美國紐約州立大學企業管理研究所,張哲銘,25,14.57,60.47,2019-07-01,
跨國投資股票型區域型,元大印度基金,25622390,2.0,0.28,王文宏,男,國立清華大學經研所碩士,王文宏,8,11.6,-2.5,2018-10-01,2019-06-30
跨國投資股票型區域型,元大印度基金,25622390,2.0,0.28,申暉弘,男,英國雷汀大學國際證券投資銀行研究所,申暉弘,19,17.51,12.31,2017-02-16,2018-09-30
跨國投資股票型區域型,元大印度基金,25622390,2.0,0.28,林庭樟,男,史丹佛大學生物科學所,林庭樟,22,-4.38,2.23,2015-04-01,2017-02-15
跨國投資股票型區域型,元大印度基金,25622390,2.0,0.28,李洋昇,男,東華大學國際企管所,李洋昇,5,8.57,6.91,2014-10-01,2015-03-31
跨國投資股票型區域型,元大印度基金,25622390,2.0,0.28,林志映,男,銘傳大學金融研究所,林志映,30,15.51,13.11,2012-03-13,2014-09-30
跨國投資股票型區域型,元大印度基金,25622390,2.0,0.28,黃廷偉,男,美國喬治華盛頓大學會計學研究所,黃廷偉,29,-16.2,3.53,2009-10-27,2012-03-12
跨國投資股票型區域型,台中銀TAROBO機器人量化中國基金,75984657,2.0,0.26,方鈺璋,男,"台灣大學財務金融研究所碩士 
英國德倫大學財金碩士",方鈺璋,25,81.51,58.18,2019-07-16,
跨國投資股票型區域型,摩根泛亞太股票入息基金-月配型(人民幣)(本基金之配息來源可能為本金),38532914D,3.0,0.28,魏伯宇,男,國立台灣大學國際企業學研究所,魏伯宇,49,24.6,64.88,2017-07-17,
跨國投資股票型區域型,摩根泛亞太股票入息基金-月配型(人民幣)(本基金之配息來源可能為本金),38532914D,3.0,0.28,戴慕浩,男,美國紐澤西州州立理工學院碩士,戴慕浩,21,21.65,21.81,2015-10-13,2017-07-16
跨國投資股票型區域型,摩根泛亞太股票入息基金-月配型(人民幣)(本基金之配息來源可能為本金),38532914D,3.0,0.28,顏榮宏,男,中央大學財務金融研究所,顏榮宏,12,-0.5,-1.03,2014-10-20,2015-10-12
跨國投資股票型區域型,安聯中華新思路基金(美元),42319470C,4.0,0.26,蘇泰弘,男,國立政治大學財務管理系碩士,蘇泰弘,20,99.35,49.87,2019-12-02,
跨國投資股票型區域型,安聯中華新思路基金(美元),42319470C,4.0,0.26,許志偉,男,紐約市立大學Baruch College財務金融碩士,許志偉,8,10.26,4.07,2019-04-26,2019-12-01
跨國投資股票型區域型,安聯中華新思路基金(美元),42319470C,4.0,0.26,許廷全,男,台北大學企管碩士,許廷全,43,40.3,32.89,2015-09-14,2019-04-25
跨國投資股票型區域型,永豐中國經濟建設基金(人民幣),31812778B,3.0,0.26,盧正穎,男,台灣大學商學研究所,盧正穎,73,120.45,86.04,2015-07-06,
跨國投資股票型區域型,安聯中華新思路基金(人民幣),42319470B,4.0,0.26,蘇泰弘,男,國立政治大學財務管理系碩士,蘇泰弘,20,83.86,49.87,2019-12-02,
跨國投資股票型區域型,安聯中華新思路基金(人民幣),42319470B,4.0,0.26,許志偉,男,紐約市立大學Baruch College財務金融碩士,許志偉,8,14.81,4.07,2019-04-26,2019-12-01
跨國投資股票型區域型,安聯中華新思路基金(人民幣),42319470B,4.0,0.26,許廷全,男,台北大學企管碩士,許廷全,43,47.9,32.89,2015-09-14,2019-04-25
跨國投資股票型區域型,柏瑞亞太高股息基金B月配息(人民幣)(基金之配息來源可能為本金),48944099C,3.0,0.28,方定宇,男,美國布蘭迪斯大學MBA,方定宇,27,45.32,67.05,2019-05-24,
跨國投資股票型區域型,柏瑞亞太高股息基金B月配息(人民幣)(基金之配息來源可能為本金),48944099C,3.0,0.28,黃鈺惠,女,"Boston College, Master in Finance",黃鈺惠,4,1.97,2.95,2019-01-29,2019-05-23
跨國投資股票型區域型,柏瑞亞太高股息基金B月配息(人民幣)(基金之配息來源可能為本金),48944099C,3.0,0.28,馬治雲,男,美國韋恩州立大學MBA,馬治雲,43,9.43,5.82,2015-06-26,2019-01-28
跨國投資股票型區域型,摩根泛亞太股票入息基金-月配型(美元)(本基金之配息來源可能為本金),38532914C,3.0,0.28,魏伯宇,男,國立台灣大學國際企業學研究所,魏伯宇,49,20.92,64.88,2017-07-17,
跨國投資股票型區域型,摩根泛亞太股票入息基金-月配型(美元)(本基金之配息來源可能為本金),38532914C,3.0,0.28,戴慕浩,男,美國紐澤西州州立理工學院碩士,戴慕浩,21,15.52,21.81,2015-10-13,2017-07-16
跨國投資股票型區域型,摩根泛亞太股票入息基金-月配型(美元)(本基金之配息來源可能為本金),38532914C,3.0,0.28,顏榮宏,男,中央大學財務金融研究所,顏榮宏,16,-3.4,-7.98,2014-06-19,2015-10-12
跨國投資股票型區域型,柏瑞亞太高股息基金N月配息(人民幣)(基金之配息來源可能為本金),48944099E,3.0,0.28,方定宇,男,美國布蘭迪斯大學MBA,方定宇,27,45.43,67.05,2019-05-24,
跨國投資股票型區域型,柏瑞亞太高股息基金N月配息(人民幣)(基金之配息來源可能為本金),48944099E,3.0,0.28,黃鈺惠,女,"Boston College, Master in Finance",黃鈺惠,4,1.89,2.95,2019-01-29,2019-05-23
跨國投資股票型區域型,柏瑞亞太高股息基金N月配息(人民幣)(基金之配息來源可能為本金),48944099E,3.0,0.28,馬治雲,男,美國韋恩州立大學MBA,馬治雲,40,29.6,20.16,2015-09-16,2019-01-28
跨國投資股票型區域型,柏瑞亞太高股息基金A不配息(人民幣),48944099F,3.0,0.28,方定宇,男,美國布蘭迪斯大學MBA,方定宇,27,45.41,67.05,2019-05-24,
跨國投資股票型區域型,柏瑞亞太高股息基金A不配息(人民幣),48944099F,3.0,0.28,黃鈺惠,女,"Boston College, Master in Finance",黃鈺惠,4,1.87,2.95,2019-01-29,2019-05-23
跨國投資股票型區域型,柏瑞亞太高股息基金A不配息(人民幣),48944099F,3.0,0.28,馬治雲,男,美國韋恩州立大學MBA,馬治雲,32,33.8,22.33,2016-05-04,2019-01-28
跨國投資股票型區域型,凱基新興市場中小基金(台幣),26323981A,3.0,0.27,龔曉薇,女,"政治大學金融學系
政治大學企業管理研究所",龔曉薇,20,28.5,42.41,2019-12-30,
跨國投資股票型區域型,凱基新興市場中小基金(台幣),26323981A,3.0,0.27,黃廷偉,男,美國喬治華盛頓大學會計學研究所,黃廷偉,17,0.28,12.41,2018-07-11,2019-12-29
跨國投資股票型區域型,凱基新興市場中小基金(台幣),26323981A,3.0,0.27,陳沅易,男,政治大學國際貿易研究所,陳沅易,80,80.88,47.18,2011-11-11,2018-07-10
跨國投資股票型區域型,凱基新興市場中小基金(台幣),26323981A,3.0,0.27,朱繼元,男,台北大學企業管理研究所,朱繼元,1,-0.41,0.89,2011-10-21,2011-11-10
跨國投資股票型區域型,凱基新興市場中小基金(台幣),26323981A,3.0,0.27,陳沅易,男,政治大學國際貿易研究所,陳沅易,2,-2.3,-7.75,2011-08-05,2011-10-20
跨國投資股票型區域型,華南永昌中國A股基金(美元),38546656C,3.0,0.25,蔡宗和,男,淡江大學財務金融學碩士,蔡宗和,12,34.68,34.58,2020-08-15,
跨國投資股票型區域型,華南永昌中國A股基金(美元),38546656C,3.0,0.25,徐啟葳,男,英國格拉斯哥大學財金所碩士,徐啟葳,8,27.28,6.99,2019-12-23,2020-08-14
跨國投資股票型區域型,華南永昌中國A股基金(美元),38546656C,3.0,0.25,蔡宗和,男,淡江大學財務金融學碩士,蔡宗和,5,6.88,11.45,2019-07-01,2019-12-22
跨國投資股票型區域型,華南永昌中國A股基金(美元),38546656C,3.0,0.25,許誌剛,男,國立中央大學機械工程學系碩士班,許誌剛,42,2.7,30.39,2015-12-10,2019-06-30
跨國投資股票型區域型,華南永昌中國A股基金(美元),38546656C,3.0,0.25,黃欣儀,女,政治大學財務管理系,黃欣儀,1,-3.59,-2.79,2015-11-23,2015-12-09
跨國投資股票型區域型,華南永昌中國A股基金(美元),38546656C,3.0,0.25,吳裕良,男,橋港大學 企研所碩士,吳裕良,8,-19.3,-11.48,2015-03-09,2015-11-22
跨國投資股票型區域型,第一金中國世紀基金(美元),25620512C,3.0,0.25,張帆,男,台灣大學經濟學系,張帆,21,47.52,48.71,2019-11-11,
跨國投資股票型區域型,第一金中國世紀基金(美元),25620512C,3.0,0.25,黃筱雲,女,雲林技術學院企管系學士,黃筱雲,0,2.95,4.89,2019-10-01,2019-10-31
跨國投資股票型區域型,第一金中國世紀基金(美元),25620512C,3.0,0.25,楊國昌,男,"真理大學國際貿易學系
逢甲大學財務金融研究所",楊國昌,18,-11.21,-0.15,2018-03-30,2019-09-30
跨國投資股票型區域型,第一金中國世紀基金(美元),25620512C,3.0,0.25,黃筱雲,女,雲林技術學院企管系學士,黃筱雲,0,-1.04,1.38,2018-03-02,2018-03-29
跨國投資股票型區域型,台新中國精選中小基金(美元),25691213B,2.0,0.26,游欣穎,,國立中興大學 財務金融研究所碩士,游欣穎,17,74.32,70.01,2020-03-16,
跨國投資股票型區域型,台新中國精選中小基金(美元),25691213B,2.0,0.26,翁智信,男,美國雷鳥國際管理學院MBA,翁智信,22,-10.74,-5.87,2018-05-10,2020-03-15
跨國投資股票型區域型,第一金中國世紀基金N類型(人民幣),25620512E,3.0,0.25,張帆,男,台灣大學經濟學系,張帆,21,39.89,48.23,2019-11-28,
跨國投資股票型區域型,第一金中國世紀基金(人民幣),25620512B,3.0,0.25,張帆,男,台灣大學經濟學系,張帆,21,36.73,48.71,2019-11-11,
跨國投資股票型區域型,第一金中國世紀基金(人民幣),25620512B,3.0,0.25,黃筱雲,女,雲林技術學院企管系學士,黃筱雲,0,1.73,4.89,2019-10-01,2019-10-31
跨國投資股票型區域型,第一金中國世紀基金(人民幣),25620512B,3.0,0.25,楊國昌,男,"真理大學國際貿易學系
逢甲大學財務金融研究所",楊國昌,18,0.98,-0.15,2018-03-30,2019-09-30
跨國投資股票型區域型,第一金中國世紀基金(人民幣),25620512B,3.0,0.25,黃筱雲,女,雲林技術學院企管系學士,黃筱雲,27,6.71,33.64,2015-12-12,2018-03-29
跨國投資股票型區域型,第一金中國世紀基金(人民幣),25620512B,3.0,0.25,徐百毅,男,美國喬治華盛頓大學財金碩士,徐百毅,15,34.1,-12.95,2014-09-11,2015-12-11
跨國投資股票型區域型,復華亞太成長基金,48837540,1.5,0.26,陳意婷,女,"臺灣大學財務金融學系
英國曼徹斯特大學財務金融研究所",陳意婷,21,76.25,48.36,2019-11-08,
跨國投資股票型區域型,復華亞太成長基金,48837540,1.5,0.26,黃壬信,男,臺灣大學土木工程學博士,黃壬信,47,24.48,40.18,2015-12-31,2019-11-07
跨國投資股票型區域型,復華亞太成長基金,48837540,1.5,0.26,賴學緯,男,淡江大學財務金融研究所碩士,賴學緯,51,11.91,6.96,2011-09-01,2015-12-30
跨國投資股票型區域型,復華亞太成長基金,48837540,1.5,0.26,顏毓靜,,"政治大學統計系
輔仁大學統計研究所",顏毓靜,28,28.94,31.62,2009-04-22,2011-08-31
跨國投資股票型區域型,復華亞太成長基金,48837540,1.5,0.26,陳美智,女,"美國波士頓大學商學研究所碩士
台灣大學社會系",陳美智,13,-24.51,-29.83,2008-03-12,2009-04-21
跨國投資股票型區域型,復華亞太成長基金,48837540,1.5,0.26,楊惠元,,美國東密西根州立大學企管碩士,楊惠元,8,-9.39,-5.65,2007-07-01,2008-03-11
跨國投資股票型區域型,復華亞太成長基金,48837540,1.5,0.26,楊舜閎,男,輔仁大學應用統計研究所畢,楊舜閎,5,7.6,13.27,2007-01-22,2007-06-30
跨國投資股票型區域型,統一大龍印基金,25637393,1.4,0.26,黃柏凱,男,美國紐約聖約翰大學財經研究所 MBA,黃柏凱,37,42.13,57.03,2018-07-26,
跨國投資股票型區域型,統一大龍印基金,25637393,1.4,0.26,鄭宗傑,男,國立中央大學資管系碩士,鄭宗傑,30,6.38,38.91,2016-01-11,2018-07-25
跨國投資股票型區域型,統一大龍印基金,25637393,1.4,0.26,張繼聖,男,中正大學財金研究所碩士,張繼聖,10,-7.62,-17.96,2015-03-01,2016-01-10
跨國投資股票型區域型,統一大龍印基金,25637393,1.4,0.26,陳意婷,女,"臺灣大學財務金融學系
英國曼徹斯特大學財務金融研究所",陳意婷,38,71.37,39.37,2011-12-01,2015-02-28
跨國投資股票型區域型,統一大龍印基金,25637393,1.4,0.26,林鴻益,男,台科大企管碩士,林鴻益,22,-5.0,-9.14,2010-01-26,2011-11-30
跨國投資股票型區域型,柏瑞亞太高股息基金A不配息(美元),48944099I,3.0,0.28,方定宇,男,美國布蘭迪斯大學MBA,方定宇,27,46.36,67.05,2019-05-24,
跨國投資股票型區域型,柏瑞亞太高股息基金A不配息(美元),48944099I,3.0,0.28,黃鈺惠,女,"Boston College, Master in Finance",黃鈺惠,4,1.71,2.95,2019-01-29,2019-05-23
跨國投資股票型區域型,柏瑞亞太高股息基金A不配息(美元),48944099I,3.0,0.28,馬治雲,男,美國韋恩州立大學MBA,馬治雲,12,-12.2,-7.7,2018-01-04,2019-01-28
跨國投資股票型區域型,柏瑞亞太高股息基金N月配息(美元)(基金之配息來源可能為本金),48944099K,3.0,0.28,方定宇,男,美國布蘭迪斯大學MBA,方定宇,27,46.28,67.05,2019-05-24,
跨國投資股票型區域型,柏瑞亞太高股息基金N月配息(美元)(基金之配息來源可能為本金),48944099K,3.0,0.28,黃鈺惠,女,"Boston College, Master in Finance",黃鈺惠,4,1.71,2.95,2019-01-29,2019-05-23
跨國投資股票型區域型,柏瑞亞太高股息基金N月配息(美元)(基金之配息來源可能為本金),48944099K,3.0,0.28,馬治雲,男,美國韋恩州立大學MBA,馬治雲,38,24.87,20.71,2015-11-16,2019-01-28
跨國投資股票型區域型,永豐中國經濟建設基金(台幣),31812778A,3.0,0.26,盧正穎,男,台灣大學商學研究所,盧正穎,113,238.1,112.03,2012-03-15,
跨國投資股票型區域型,安聯中華新思路基金(台幣),42319470A,4.0,0.26,蘇泰弘,男,國立政治大學財務管理系碩士,蘇泰弘,20,81.82,49.87,2019-12-02,
跨國投資股票型區域型,安聯中華新思路基金(台幣),42319470A,4.0,0.26,許志偉,男,紐約市立大學Baruch College財務金融碩士,許志偉,8,8.79,4.07,2019-04-26,2019-12-01
跨國投資股票型區域型,安聯中華新思路基金(台幣),42319470A,4.0,0.26,許廷全,男,台北大學企管碩士,許廷全,43,32.0,32.89,2015-09-14,2019-04-25
跨國投資股票型區域型,元大大中華TMT基金(人民幣),38639090B,4.0,0.26,張聖鴻,男,淡江大學應用經濟研究所,張聖鴻,4,16.61,4.8,2021-04-01,
跨國投資股票型區域型,元大大中華TMT基金(人民幣),38639090B,4.0,0.26,鄭昭明,男,美國聖路易斯大學商業管理研究所,鄭昭明,18,27.84,54.5,2019-09-03,2021-03-31
跨國投資股票型區域型,元大大中華TMT基金(人民幣),38639090B,4.0,0.26,董士興,男,國立中山大學企業管理研究所,董士興,20,-15.61,-5.49,2018-01-24,2019-09-02
跨國投資股票型區域型,元大大中華TMT基金(人民幣),38639090B,4.0,0.26,吳宛芳,女,美國聖湯瑪士大學國際企業管理研究所,吳宛芳,36,34.5,18.82,2015-01-23,2018-01-23
跨國投資股票型區域型,統一大東協高股息基金(美元),72956685B,3.0,0.29,林韋達,男,"倫敦大學城市學院卡斯商學院 MBA
台灣大學地質系學士",林韋達,20,28.65,43.99,2019-12-23,
跨國投資股票型區域型,統一大東協高股息基金(美元),72956685B,3.0,0.29,張浩宸,,美國伊利諾芝加哥分校 企管碩士,張浩宸,19,-8.9,8.84,2018-05-28,2019-12-22
跨國投資股票型區域型,華南永昌中國A股基金(人民幣),38546656B,3.0,0.25,蔡宗和,男,淡江大學財務金融學碩士,蔡宗和,12,22.28,34.58,2020-08-15,
跨國投資股票型區域型,華南永昌中國A股基金(人民幣),38546656B,3.0,0.25,徐啟葳,男,英國格拉斯哥大學財金所碩士,徐啟葳,8,25.27,6.99,2019-12-23,2020-08-14
跨國投資股票型區域型,華南永昌中國A股基金(人民幣),38546656B,3.0,0.25,蔡宗和,男,淡江大學財務金融學碩士,蔡宗和,5,9.11,11.45,2019-07-01,2019-12-22
跨國投資股票型區域型,華南永昌中國A股基金(人民幣),38546656B,3.0,0.25,許誌剛,男,國立中央大學機械工程學系碩士班,許誌剛,42,9.45,30.39,2015-12-10,2019-06-30
跨國投資股票型區域型,華南永昌中國A股基金(人民幣),38546656B,3.0,0.25,黃欣儀,女,政治大學財務管理系,黃欣儀,1,-3.05,-2.79,2015-11-23,2015-12-09
跨國投資股票型區域型,華南永昌中國A股基金(人民幣),38546656B,3.0,0.25,吳裕良,男,橋港大學 企研所碩士,吳裕良,8,-21.4,-11.48,2015-03-09,2015-11-22
跨國投資股票型區域型,群益新興金鑽基金(美元),48852561B,3.0,0.3,陳建彰,男,國立台灣大學財務金融所碩士,陳建彰,18,32.38,48.28,2020-02-08,
跨國投資股票型區域型,群益新興金鑽基金(美元),48852561B,3.0,0.3,蘇士勛,男,美國紐約市立大學柏魯克分校MBA,蘇士勛,7,5.63,8.22,2019-07-01,2020-02-07
跨國投資股票型區域型,群益新興金鑽基金(美元),48852561B,3.0,0.3,李忠翰,男,美國紐約州立大學MBA碩士,李忠翰,30,18.17,14.25,2016-12-01,2019-06-30
跨國投資股票型區域型,華南永昌中國A股基金(台幣),38546656A,3.0,0.25,蔡宗和,男,淡江大學財務金融學碩士,蔡宗和,12,23.95,34.58,2020-08-15,
跨國投資股票型區域型,華南永昌中國A股基金(台幣),38546656A,3.0,0.25,徐啟葳,男,英國格拉斯哥大學財金所碩士,徐啟葳,8,24.0,6.99,2019-12-23,2020-08-14
